,name,company,year,Price,kms_driven,fuel_type
1410,Maruti Swift Dzire,Maruti,2014,425000,49000,Petrol
1411,Hyundai Verna 1.6,Hyundai,2013,450000,75000,Diesel
1412,Ford Ecosport 1.5,Ford,2014,409999,71000,Diesel
1414,Audi A6 35,Audi,2016,2450000,68000,Diesel
1415,Maruti Ertiga ZDI,Maruti,2015,518000,94944,Diesel
1416,Honda Amaze S,Honda,2017,471000,6357,Petrol
1417,Hyundai Venue SX,Hyundai,2022,1024000,24237,Diesel
1418,Kia Seltos HTX,Kia,2021,1650000,28000,Petrol
1419,Honda Amaze E,Honda,2020,589000,10282,Petrol
1420,Toyota Innova Crysta,Toyota,2018,1710000,111337,Diesel
1421,Toyota Fortuner 4x2,Toyota,2014,1262000,127429,Diesel
1422,BMW 5 Series,BMW,2018,4050000,55000,Diesel
1423,Nissan Sunny Diesel,Nissan,2015,339000,61034,Diesel
1424,Maruti Swift AMT,Maruti,2018,564000,76036,Petrol
1425,Hyundai Grand i10,Hyundai,2014,275000,65000,Diesel
1426,Audi Q5 30,Audi,2015,1475000,80000,Diesel
1427,Hyundai Venue SX,Hyundai,2019,982000,64104,Diesel
1428,Toyota Innova Crysta,Toyota,2018,1576000,116378,Diesel
1429,Hyundai Verna 1.6,Hyundai,2016,560000,42234,Diesel
1430,Hyundai Venue SX,Hyundai,2021,1150000,10000,Petrol
1431,Mahindra XUV500 W6,Mahindra,2013,444000,49812,Diesel
1432,Maruti Ignis Sigma,Maruti,2022,501999,2294,Petrol
1433,Skoda Fabia 1.2,Skoda,2010,117000,94679,Petrol
1434,Audi Q5 3.0,Audi,2015,2100000,35000,Diesel
1435,Maruti Ciaz ZDi,Maruti,2014,476000,57122,Diesel
1436,Maruti Wagon R,Maruti,2017,332000,25122,Petrol
1437,Hyundai Grand i10,Hyundai,2017,350000,60000,Diesel
1438,Hyundai Creta 1.6,Hyundai,2020,1425000,36000,Diesel
1439,Maruti Baleno Delta,Maruti,2020,631000,38736,Petrol
1440,Hyundai i20 Asta,Hyundai,2014,381000,130432,Diesel
1441,Toyota Fortuner 2.7,Toyota,2019,3100000,44000,Petrol
1442,Audi A6 35,Audi,2018,3675000,30000,Petrol
1443,Audi Q5 3.0,Audi,2011,994999,68000,Diesel
1444,Hyundai i10 Magna,Hyundai,2011,225000,38000,Petrol
1445,Mahindra XUV500 R,Mahindra,2015,890000,65000,Diesel
1446,Maruti Swift Dzire,Maruti,2019,650000,65000,Petrol
1447,Mahindra Scorpio S5,Mahindra,2022,1585000,12001,Diesel
1448,Jeep Compass 1.4,Jeep,2019,1375000,23000,Petrol
1449,Mercedes-Benz E-Class Expression,Mercedes-Benz,2018,4400000,65000,Petrol
1450,Audi Q7 45,Audi,2014,1875000,43000,Diesel
1451,Honda Brio S,Honda,2012,265000,25000,Petrol
1452,Volvo XC60 Inscription,Volvo,2020,6000000,7500,Diesel
1453,BMW 6 Series,BMW,2020,6050000,50000,Diesel
1454,Mahindra KUV 100,Mahindra,2017,434999,36000,Petrol
1455,Hyundai Sonata 2.4,Hyundai,2012,475000,86000,Petrol
1456,Audi Q3 2.0,Audi,2014,1300000,56500,Diesel
1457,Mercedes-Benz GLS 350d,Mercedes-Benz,2016,5200000,70000,Diesel
1458,Ford Figo Petrol,Ford,2013,265000,68000,Petrol
1459,Hyundai Verna CRDi,Hyundai,2017,1000000,63500,Diesel
1460,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2019,4100000,26500,Diesel
1461,Mercedes-Benz GLC 200,Mercedes-Benz,2021,6100000,15000,Petrol
1462,BMW X1 xDrive,BMW,2018,2850000,38500,Diesel
1463,Honda Amaze VX,Honda,2019,925000,44500,Diesel
1464,Hyundai i20 Sportz,Hyundai,2022,975000,15500,Diesel
1465,Toyota Camry 2.5,Toyota,2017,2350000,47000,Petrol
1466,Toyota Fortuner 2.8,Toyota,2018,3350000,12000,Diesel
1467,BMW X5 xDrive,BMW,2022,10000000,20500,Diesel
1468,BMW 3 Series,BMW,2014,1850000,64593,Diesel
1469,Mercedes-Benz GLE 250d,Mercedes-Benz,2016,3650000,64000,Diesel
1470,Toyota Glanza G,Toyota,2021,700000,70000,Petrol
1471,Mercedes-Benz E-Class E250,Mercedes-Benz,2015,2200000,63203,Diesel
1472,Toyota Fortuner 2.8,Toyota,2017,2900000,60500,Diesel
1473,Jaguar F-Pace 2.0,Jaguar,2021,7400000,9900,Diesel
1474,Renault KWID RXL,Renault,2016,285000,25000,Petrol
1475,Maruti Wagon R,Maruti,2011,191000,65000,Cng
1476,Land Rover Range,Land,2019,19000000,68500,Diesel
1477,Maruti Ertiga ZDI,Maruti,2014,600000,43000,Diesel
1478,Honda City i,Honda,2015,590000,70000,Petrol
1479,Hyundai i20 Sportz,Hyundai,2013,275000,150000,Diesel
1480,BMW X4 xDrive30i,BMW,2022,7450000,7600,Petrol
1481,Maruti Alto 800,Maruti,2021,307000,31458,Petrol
1482,Hyundai Elantra CRDi,Hyundai,2013,525000,70372,Diesel
1483,Maruti Wagon R,Maruti,2012,190000,129325,Cng
1484,BMW X7 xDrive,BMW,2019,11500000,39000,Petrol
1485,Honda City V,Honda,2021,1015000,17000,Petrol
1486,Toyota Fortuner 2.7,Toyota,2020,3500000,20000,Petrol
1487,Mercedes-Benz B Class,Mercedes-Benz,2013,765000,57000,Diesel
1488,Mercedes-Benz S-Class S,Mercedes-Benz,2015,5100000,40000,Diesel
1489,Ford Ecosport 1.5,Ford,2020,950000,46000,Diesel
1490,Maruti Eeco CNG,Maruti,2019,500000,18000,Cng
1492,Toyota Camry Hybrid,Toyota,2019,4090000,20000,Petrol
1493,Maruti Eeco 5,Maruti,2012,210000,18000,Petrol
1494,Nissan Micra Active,Nissan,2018,355000,56000,Petrol
1495,Volkswagen Ameo 1.2,Volkswagen,2016,455000,66000,Petrol
1496,BMW 5 Series,BMW,2019,4600000,43000,Diesel
1497,Nissan Terrano XL,Nissan,2014,425000,67000,Diesel
1498,BMW X6 xDrive,BMW,2015,3790000,75000,Diesel
1499,Mahindra TUV 300,Mahindra,2017,645000,47000,Diesel
1500,Hyundai Venue SX,Hyundai,2021,1075000,8800,Petrol
1501,Audi Q5 2.0,Audi,2014,1600000,94002,Diesel
1502,Maruti Ignis Sigma,Maruti,2021,525000,12000,Petrol
1503,Hyundai Elantra SX,Hyundai,2015,765000,75000,Petrol
1504,Jeep Compass 2.0,Jeep,2019,1575000,62000,Diesel
1505,Mercedes-Benz C-Class C,Mercedes-Benz,2014,1190000,90004,Diesel
1506,BMW X5 xDrive,BMW,2014,2900000,83005,Diesel
1507,Mahindra XUV500 W10,Mahindra,2018,1095000,47000,Diesel
1508,Mercedes-Benz GLE 250d,Mercedes-Benz,2017,4400000,49000,Diesel
1509,Toyota Innova 2.5,Toyota,2015,1200000,70000,Diesel
1510,Ford Ecosport 1.5,Ford,2015,475000,62500,Diesel
1511,Ford Ecosport 1.5,Ford,2017,725000,49036,Diesel
1512,Mercedes-Benz E-Class Expression,Mercedes-Benz,2020,5800000,17000,Diesel
1513,Mercedes-Benz B Class,Mercedes-Benz,2013,1290000,67000,Petrol
1514,Maruti Swift ZXI,Maruti,2017,441000,39889,Petrol
1515,Mercedes-Benz E-Class Exclusive,Mercedes-Benz,2022,7625000,2000,Diesel
1516,Audi A8 L,Audi,2015,4200000,81250,Diesel
1517,Ford Ecosport 1.5,Ford,2016,525000,43000,Diesel
1518,BMW X3 xDrive,BMW,2021,6000000,19000,Diesel
1519,Ford Figo 1.2P,Ford,2016,395000,29000,Petrol
1520,MG Astor Sharp,MG,2022,1725000,2400,Petrol
1521,Jaguar XJ 3.0L,Jaguar,2012,2290000,79004,Diesel
1522,Mercedes-Benz C-Class C,Mercedes-Benz,2018,3650000,28000,Petrol
1523,Toyota Corolla Altis,Toyota,2015,875000,99300,Petrol
1524,Mercedes-Benz M-Class ML,Mercedes-Benz,2014,2190000,80000,Diesel
1525,Land Rover Range,Land,2013,3525000,87002,Diesel
1526,BMW 7 Series,BMW,2021,13000000,19000,Diesel
1527,Audi Q5 2.0,Audi,2013,1425000,94002,Diesel
1528,Audi A6 2.0,Audi,2013,1425000,82005,Diesel
1529,Land Rover Range,Land,2013,3975000,95004,Diesel
1530,Mercedes-Benz C-Class C,Mercedes-Benz,2018,3650000,25000,Petrol
1531,BMW X1 sDrive20i,BMW,2019,2810000,68753,Petrol
1532,Ford Ecosport 1.5,Ford,2015,475000,62500,Diesel
1533,Hyundai Creta 1.6,Hyundai,2017,894999,85000,Diesel
1534,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2021,4990000,12000,Petrol
1535,Honda WR-V i-DTEC,Honda,2017,699000,58000,Diesel
1536,Maruti Baleno 1.3,Maruti,2018,620000,55500,Diesel
1537,Maruti Baleno 1.3,Maruti,2018,625000,54000,Diesel
1538,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2021,4790000,12000,Petrol
1539,Tata Harrier XM,Tata,2019,1250000,32500,Diesel
1540,Tata Harrier XM,Tata,2019,1260000,33500,Diesel
1541,Hyundai i10 Era,Hyundai,2012,221000,60000,Petrol
1542,Land Rover Range,Land,2020,8500000,38000,Petrol
1543,Mahindra Bolero SLX,Mahindra,2015,450000,120000,Diesel
1544,Maruti Vitara Brezza,Maruti,2017,635000,64000,Diesel
1545,Maruti Wagon R,Maruti,2017,400000,59000,Cng
1546,MG Gloster Savvy,MG,2021,3965000,11000,Diesel
1547,MG Hector Sharp,MG,2021,1800000,12023,Petrol
1548,Renault KWID Climber,Renault,2019,470000,30000,Petrol
1549,Volvo S90 D4,Volvo,2018,4475000,20000,Diesel
1550,MG ZS EV,MG,2020,2110000,38000,Electric
1551,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2018,3650000,16500,Petrol
1552,Mini Cooper D,Mini,2014,1889999,29000,Diesel
1553,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2020,3900000,24000,Diesel
1554,Maruti Swift LXI,Maruti,2020,483000,37229,Petrol
1555,Honda City i,Honda,2015,490000,100000,Diesel
1556,BMW X5 xDrive,BMW,2015,2975000,85000,Diesel
1557,Mahindra XUV500 W6,Mahindra,2013,430999,90928,Diesel
1558,Audi A3 35,Audi,2020,2580000,39000,Diesel
1559,Volkswagen Vento 1.5,Volkswagen,2015,500000,78000,Diesel
1560,Mercedes-Benz GLC Coupe,Mercedes-Benz,2021,7150000,24900,Diesel
1561,Maruti Ertiga VXI,Maruti,2016,725000,44000,Cng
1562,Ford Figo Diesel,Ford,2014,193000,86483,Diesel
1563,Honda City Edge,Honda,2019,900000,20000,Petrol
1564,Jaguar XF 2.0,Jaguar,2020,4700000,7500,Petrol
1565,Renault Duster Petrol,Renault,2017,575000,49000,Petrol
1566,Toyota Innova Crysta,Toyota,2018,1875000,26000,Diesel
1567,Maruti Ertiga CNG,Maruti,2015,675000,65000,Cng
1568,Toyota Land Cruiser,Toyota,2018,15800000,56000,Diesel
1569,Toyota Glanza G,Toyota,2020,606000,40252,Petrol
1570,Maruti Swift VDI,Maruti,2014,323000,97947,Diesel
1571,Hyundai Creta 1.6,Hyundai,2015,716000,150715,Diesel
1572,Hyundai i10 Sportz,Hyundai,2010,158000,102820,Petrol
1573,Skoda New Laura,Skoda,2012,252999,109403,Diesel
1574,Maruti Ertiga VXI,Maruti,2019,858000,37377,Petrol
1575,Mercedes-Benz C-Class C,Mercedes-Benz,2022,6200000,4000,Diesel
1576,Maruti Swift Dzire,Maruti,2015,367000,84728,Petrol
1577,Renault Duster 85PS,Renault,2013,324000,53548,Diesel
1578,Audi A6 2.0,Audi,2014,1619000,29397,Diesel
1579,Honda City i,Honda,2016,775000,64000,Petrol
1580,Hyundai Grand i10,Hyundai,2016,405999,30346,Petrol
1581,Mahindra XUV500 W10,Mahindra,2017,1063000,42119,Diesel
1582,Maruti Swift Dzire,Maruti,2014,327000,120450,Diesel
1583,Hyundai Creta 1.4,Hyundai,2017,835000,70000,Diesel
1584,Honda Amaze S,Honda,2015,440000,59534,Petrol
1585,Chevrolet Cruze LTZ,Chevrolet,2016,650000,90000,Diesel
1586,Maruti Ciaz 1.4,Maruti,2017,750000,63001,Petrol
1587,Toyota Innova 2.5,Toyota,2014,1350000,153000,Diesel
1588,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2014,1600000,65000,Diesel
1589,Hyundai Grand i10,Hyundai,2015,459999,60000,Petrol
1590,Maruti XL6 Zeta,Maruti,2021,1100000,17000,Petrol
1591,Audi A4 2.0,Audi,2013,1300000,55000,Diesel
1592,Hyundai i20 Petrol,Hyundai,2019,790000,24000,Petrol
1593,Mahindra XUV500 W10,Mahindra,2016,1200000,102000,Diesel
1594,Maruti Swift 1.3,Maruti,2010,320000,40000,Petrol
1595,Tata Tiago 1.2,Tata,2016,305000,92195,Petrol
1596,Renault Triber RXL,Renault,2020,665000,13780,Petrol
1597,Skoda Rapid 1.6,Skoda,2019,975000,24700,Petrol
1598,Skoda Octavia 1.8,Skoda,2019,1950000,41000,Petrol
1599,Honda Jazz V,Honda,2017,680000,18000,Petrol
1600,Hyundai Creta 1.6,Hyundai,2016,1225000,7000,Diesel
1601,Maruti Ciaz 1.4,Maruti,2018,950000,39600,Petrol
1602,Maruti Swift VDI,Maruti,2018,690000,39500,Diesel
1603,Maruti Swift Dzire,Maruti,2020,875000,11800,Petrol
1604,Toyota Fortuner 2.8,Toyota,2017,2805000,77000,Diesel
1605,Volvo S60 D4,Volvo,2017,1680000,99000,Diesel
1606,Toyota Fortuner 4x2,Toyota,2014,1610000,177000,Diesel
1607,Kia Seltos HTX,Kia,2019,1390000,43000,Petrol
1608,Mahindra XUV300 W8,Mahindra,2019,1260000,40000,Diesel
1609,BMW X1 sDrive,BMW,2019,3250000,65000,Diesel
1610,Audi A3 35,Audi,2020,2580000,39000,Diesel
1611,Maruti Vitara Brezza,Maruti,2018,980000,48000,Diesel
1612,Mahindra Marazzo M2,Mahindra,2019,1025000,77000,Diesel
1613,Hyundai Creta 1.6,Hyundai,2018,1025000,52000,Diesel
1614,Mahindra TUV 300,Mahindra,2018,969999,27000,Diesel
1615,Honda BR-V i-DTEC,Honda,2018,965000,47000,Diesel
1616,Tata Nexon 1.5,Tata,2019,955000,42000,Diesel
1617,Honda WR-V i-DTEC,Honda,2018,930000,42000,Diesel
1618,Hyundai Creta 1.6,Hyundai,2016,894999,48000,Petrol
1619,Maruti SX4 S,Maruti,2017,855000,59000,Diesel
1620,Tata Nexon 1.2,Tata,2019,835000,27000,Petrol
1621,Mahindra TUV 300,Mahindra,2016,800000,44000,Diesel
1622,Renault Triber RXZ,Renault,2021,800000,5000,Petrol
1623,Maruti Ertiga ZDI,Maruti,2013,740000,78000,Diesel
1624,Ford Ecosport 1.5,Ford,2016,700000,57000,Diesel
1625,Honda Mobilio V,Honda,2014,605000,48000,Petrol
1626,Ford Ecosport 1.0,Ford,2014,590000,56000,Petrol
1627,Volkswagen Vento 1.5,Volkswagen,2013,550000,15000,Diesel
1628,Renault Duster 110PS,Renault,2012,565000,77000,Diesel
1629,Honda City i-VTEC,Honda,2018,850000,60000,Petrol
1630,Land Rover Range,Land,2013,2000000,65000,Diesel
1631,Honda Jazz X,Honda,2012,390000,61985,Petrol
1632,Honda Amaze V,Honda,2019,819999,19000,Petrol
1633,Maruti Swift Dzire,Maruti,2019,750000,30000,Petrol
1634,Honda Jazz 1.2,Honda,2018,700000,41000,Petrol
1635,Hyundai Grand i10,Hyundai,2020,675000,6834,Petrol
1636,Maruti Swift Dzire,Maruti,2013,370000,112160,Petrol
1637,Hyundai Creta 1.6,Hyundai,2018,1100000,16118,Petrol
1638,Maruti Ciaz Alpha,Maruti,2020,990000,47000,Petrol
1639,Renault Duster 110PS,Renault,2012,420000,80000,Diesel
1640,Skoda Rapid 1.6,Skoda,2020,893000,24000,Petrol
1641,Maruti Ciaz Alpha,Maruti,2018,865000,46000,Petrol
1642,Maruti Baleno RS,Maruti,2017,785000,30000,Petrol
1643,Hyundai i20 Active,Hyundai,2017,765000,30000,Petrol
1644,Maruti Swift Dzire,Maruti,2017,755000,31000,Petrol
1645,Hyundai Elite i20,Hyundai,2018,750000,46000,Diesel
1646,Maruti Baleno 1.3,Maruti,2016,743000,44000,Diesel
1647,Honda Jazz V,Honda,2019,730000,40000,Petrol
1648,Honda City i,Honda,2016,705000,39000,Diesel
1649,Hyundai i20 Asta,Hyundai,2013,450000,63759,Petrol
1650,Hyundai i20 Active,Hyundai,2018,699000,29000,Petrol
1651,Honda Jazz 1.2,Honda,2017,695000,42000,Petrol
1652,Hyundai i20 Sportz,Hyundai,2017,675000,37000,Petrol
1653,Maruti Swift VXI,Maruti,2019,675000,40000,Petrol
1654,Honda City i,Honda,2014,645000,33000,Petrol
1655,Honda Jazz 1.2,Honda,2018,640000,26000,Petrol
1656,Hyundai Venue SX,Hyundai,2021,1195000,24000,Petrol
1657,Maruti Ciaz VXi,Maruti,2015,450000,156596,Petrol
1658,Honda BR-V i-VTEC,Honda,2017,580000,98778,Petrol
1659,Skoda Superb Elegance,Skoda,2010,800000,145000,Petrol
1660,Hyundai i20 1.2,Hyundai,2018,790000,26000,Petrol
1661,Skoda Octavia 2.0,Skoda,2017,1750000,60000,Diesel
1662,Maruti Baleno 1.2,Maruti,2017,560000,560000,Petrol
1663,Honda Jazz 1.2,Honda,2017,635000,45000,Petrol
1664,Tata Tiago XZA,Tata,2019,625000,27000,Petrol
1665,Skoda Rapid 1.6,Skoda,2018,860000,43000,Petrol
1666,Toyota Corolla Altis,Toyota,2015,990000,37000,Petrol
1667,Audi Q3 2.0,Audi,2014,1989999,46000,Diesel
1668,Hyundai i10 Sportz,Hyundai,2011,280000,51366,Petrol
1669,Honda Jazz 1.2,Honda,2017,630000,77331,Petrol
1670,Honda City i,Honda,2016,630000,77783,Petrol
1671,Skoda Superb LK,Skoda,2016,2250000,44000,Diesel
1672,Mahindra TUV 300,Mahindra,2018,625000,56276,Diesel
1673,Honda Brio V,Honda,2012,290000,44408,Petrol
1674,Tata Manza Aqua,Tata,2010,150000,80000,Diesel
1675,Volkswagen Ameo 1.0,Volkswagen,2019,610000,20000,Petrol
1676,Jeep Compass 1.4,Jeep,2021,2390000,19000,Petrol
1677,Ford Endeavour 2.2,Ford,2019,2700000,73500,Diesel
1678,Maruti Ciaz Delta,Maruti,2019,810000,28783,Petrol
1679,Maruti Vitara Brezza,Maruti,2018,975000,43000,Diesel
1680,Skoda Fabia 1.4,Skoda,2010,150000,117500,Diesel
1681,Maruti Swift Dzire,Maruti,2012,450000,46352,Petrol
1682,Volkswagen Ameo 1.2,Volkswagen,2017,440000,84123,Petrol
1683,Hyundai i20 Asta,Hyundai,2019,780000,22773,Petrol
1684,Maruti Alto 800,Maruti,2017,300000,20000,Petrol
1685,Chevrolet Beat LT,Chevrolet,2011,175000,77075,Petrol
1686,Mercedes-Benz GLC Progressive,Mercedes-Benz,2018,4300000,38000,Diesel
1687,Renault KWID 1.0,Renault,2016,210000,70000,Petrol
1688,Mercedes-Benz GLA Class,Mercedes-Benz,2016,2050000,40000,Diesel
1690,Hyundai Grand i10,Hyundai,2016,385000,60000,Petrol
1691,Maruti Alto LXi,Maruti,2008,185000,19521,Petrol
1692,Maruti Alto K10,Maruti,2017,380000,19800,Petrol
1693,Toyota Innova Crysta,Toyota,2019,1975000,50000,Diesel
1694,Toyota Etios VXD,Toyota,2012,585000,50000,Diesel
1695,Honda City i-VTEC,Honda,2019,1050000,37000,Petrol
1696,Mahindra TUV 300,Mahindra,2019,800000,40000,Diesel
1697,Honda WR-V i-DTEC,Honda,2017,825000,10700,Diesel
1698,Honda City i,Honda,2014,610000,31800,Petrol
1699,Maruti Baleno 1.2,Maruti,2016,579000,32400,Petrol
1700,Honda Amaze VX,Honda,2020,785000,4700,Petrol
1701,Hyundai Grand i10,Hyundai,2018,525000,33500,Petrol
1702,Maruti Swift Dzire,Maruti,2018,699000,54800,Diesel
1703,Hyundai Verna CRDi,Hyundai,2017,799000,44000,Diesel
1704,Maruti Wagon R,Maruti,2014,415000,19000,Petrol
1705,Honda Jazz VX,Honda,2019,789000,22000,Petrol
1706,Hyundai i20 Sportz,Hyundai,2020,785000,12900,Petrol
1707,Honda Amaze V,Honda,2019,780000,22700,Petrol
1708,Maruti Zen Estilo,Maruti,2010,189000,69000,Petrol
1709,Hyundai Santro Xing,Hyundai,2012,269000,60000,Petrol
1710,Hyundai i20 Sportz,Hyundai,2020,900000,9500,Petrol
1711,Honda City i-VTEC,Honda,2021,980000,15000,Petrol
1712,Kia Seltos HTK,Kia,2020,1260000,19000,Petrol
1713,Toyota Innova Crysta,Toyota,2022,3050000,3500,Diesel
1714,Ford Figo Petrol,Ford,2010,190000,81721,Petrol
1715,Maruti Zen Estilo,Maruti,2012,210000,109656,Petrol
1716,Ford Figo Petrol,Ford,2012,195000,87955,Petrol
1717,Maruti Alto K10,Maruti,2015,330000,50000,Petrol
1718,Maruti Swift Dzire,Maruti,2019,800000,12990,Petrol
1719,BMW 5 Series,BMW,2014,2999000,75099,Diesel
1720,Mercedes-Benz GL-Class 350,Mercedes-Benz,2010,1450000,120000,Diesel
1721,Skoda Rapid 1.5,Skoda,2015,595000,70000,Diesel
1722,Hyundai i20 Asta,Hyundai,2009,250000,90000,Petrol
1723,Renault Duster RXS,Renault,2021,1250000,10000,Petrol
1724,Hyundai Creta 1.6,Hyundai,2018,1275000,44000,Petrol
1725,Skoda Rapid Ultima,Skoda,2013,689000,29500,Petrol
1726,Honda Brio V,Honda,2013,315000,81200,Petrol
1727,Mahindra TUV 300,Mahindra,2016,700000,50000,Diesel
1728,Volkswagen Vento 1.5,Volkswagen,2016,610000,141383,Diesel
1729,Honda Amaze VX,Honda,2019,800000,34392,Petrol
1730,Hyundai Verna SX,Hyundai,2013,600000,90000,Diesel
1731,Hyundai Grand i10,Hyundai,2014,390000,47681,Petrol
1732,Mini Cooper Countryman,Mini,2019,4099000,25900,Petrol
1733,Hyundai Santro Xing,Hyundai,2009,155000,120000,Petrol
1735,Hyundai i10 Asta,Hyundai,2011,335000,41525,Petrol
1736,Tata Altroz XZ,Tata,2021,890000,15000,Diesel
1737,Kia Seltos GTX,Kia,2021,1825000,11000,Petrol
1738,Jeep Compass 2.0,Jeep,2019,1950000,29990,Diesel
1739,Honda City ZX,Honda,2020,1450000,25000,Petrol
1740,Hyundai Verna SX,Hyundai,2022,1500000,20000,Diesel
1741,Ford Figo 1.5D,Ford,2016,400000,90000,Diesel
1742,Honda WR-V i-DTEC,Honda,2018,875000,80000,Diesel
1743,Honda City i,Honda,2016,850000,50000,Petrol
1744,Mahindra Scorpio SLE,Mahindra,2010,480000,90000,Diesel
1745,Toyota Corolla Altis,Toyota,2015,926000,70000,Petrol
1746,Maruti Ignis Delta,Maruti,2020,600000,20000,Petrol
1747,Skoda Rapid 1.0,Skoda,2018,990000,25000,Petrol
1749,Audi Q3 35,Audi,2015,2205000,56000,Diesel
1750,Honda City i,Honda,2016,850000,53000,Petrol
1751,Ford Ecosport Sports,Ford,2020,969999,10000,Petrol
1752,Audi A4 2.0,Audi,2012,1050000,110000,Diesel
1753,Toyota Innova Crysta,Toyota,2018,2200000,99990,Diesel
1754,Skoda Rapid 1.6,Skoda,2014,420000,68000,Petrol
1755,BMW 5 Series,BMW,2014,2100000,68500,Diesel
1756,Maruti Swift ZXi,Maruti,2015,575000,50599,Petrol
1757,Volkswagen Polo 1.0,Volkswagen,2015,484999,54431,Petrol
1758,Honda City i-VTEC,Honda,2019,950000,65855,Petrol
1759,Ford Ecosport 1.5,Ford,2014,484999,113706,Diesel
1760,Tata Nexon EV,Tata,2020,1450000,40000,Electric
1761,Mahindra Scorpio EX,Mahindra,2012,550000,100000,Diesel
1762,Mahindra Marazzo M6,Mahindra,2021,1485000,36700,Diesel
1763,Hyundai Verna 1.6,Hyundai,2009,250000,40000,Petrol
1764,Toyota Innova Crysta,Toyota,2020,2450000,50000,Diesel
1765,Toyota Innova Crysta,Toyota,2019,2650000,50000,Diesel
1766,Hyundai Grand i10,Hyundai,2019,600000,40000,Petrol
1767,Mercedes-Benz GLS 350d,Mercedes-Benz,2018,6500000,135000,Diesel
1768,Honda Jazz 1.2,Honda,2016,610000,40000,Petrol
1769,Audi A6 35,Audi,2016,3300000,15000,Diesel
1770,Hyundai Creta 1.6,Hyundai,2016,1035000,39000,Petrol
1771,Mercedes-Benz GLE 350d,Mercedes-Benz,2016,4750000,60000,Diesel
1772,Toyota Etios GD,Toyota,2013,320000,120000,Diesel
1773,Toyota Innova Crysta,Toyota,2019,2575000,60000,Diesel
1774,Mercedes-Benz GLE 250d,Mercedes-Benz,2017,4950000,45000,Diesel
1775,BMW X1 sDrive,BMW,2019,3675000,23000,Diesel
1776,Mahindra XUV500 W11,Mahindra,2019,1700000,46952,Diesel
1777,Mahindra KUV 100,Mahindra,2017,450000,35000,Diesel
1778,Skoda Rapid 1.6,Skoda,2014,430000,70000,Petrol
1779,Hyundai Verna CRDi,Hyundai,2018,880000,90000,Diesel
1780,Maruti Celerio X,Maruti,2018,425000,35000,Petrol
1781,Hyundai Grand i10,Hyundai,2018,525000,19400,Petrol
1782,Hyundai i20 1.2,Hyundai,2012,305000,80000,Petrol
1783,Hyundai Grand i10,Hyundai,2015,450000,30900,Petrol
1784,Kia Seltos GTX,Kia,2021,1750000,30000,Petrol
1785,Hyundai Santa Fe,Hyundai,2013,1300000,77000,Diesel
1786,Hyundai Creta 1.6,Hyundai,2018,1350000,36000,Petrol
1787,Hyundai Creta 1.6,Hyundai,2019,1450000,19000,Petrol
1788,Ford Ecosport 1.5,Ford,2017,825000,70000,Diesel
1789,Skoda Octavia Ambition,Skoda,2014,1200000,85000,Petrol
1790,Audi A4 2.0,Audi,2010,1500000,23000,Petrol
1791,Skoda Octavia Elegance,Skoda,2015,1600000,75000,Diesel
1792,Toyota Fortuner 4x4,Toyota,2013,1950000,85000,Diesel
1793,Toyota Corolla Altis,Toyota,2012,775000,50000,Petrol
1794,Toyota Camry Hybrid,Toyota,2015,2300000,50000,Electric
1795,Toyota Fortuner 4x4,Toyota,2016,2550000,60000,Diesel
1796,Volvo XC 90,Volvo,2018,6500000,60000,Diesel
1797,Volvo S60 D4,Volvo,2015,2200000,36000,Diesel
1798,Volvo XC60 D5,Volvo,2015,2400000,120000,Diesel
1799,Audi A6 2.7,Audi,2010,1300000,70000,Diesel
1800,Audi Q3 2.0,Audi,2013,1600000,94000,Diesel
1801,Mini 3 DOOR,Mini,2018,3750000,9000,Petrol
1802,Audi Q7 3.0,Audi,2013,2300000,135000,Diesel
1803,Audi Q7 45,Audi,2018,5800000,70000,Diesel
1804,BMW 3 Series,BMW,2011,1500000,39000,Diesel
1805,BMW 3 Series,BMW,2012,1600000,50000,Diesel
1806,BMW 3 Series,BMW,2020,4500000,8000,Diesel
1807,BMW X3 xDrive30d,BMW,2016,4000000,50000,Diesel
1808,Mercedes-Benz S-Class S,Mercedes-Benz,2020,13000000,14000,Diesel
