,name,company,year,Price,kms_driven,fuel_type
4382,Honda City VX,Honda,2020,1212000,17262,Petrol
4383,Maruti Swift Dzire,Maruti,2017,541000,65908,Petrol
4384,Maruti Swift VXI,Maruti,2020,598000,7282,Petrol
4385,Mahindra KUV 100,Mahindra,2016,287000,69404,Petrol
4386,Maruti Swift Dzire,Maruti,2015,408000,29265,Petrol
4387,Mahindra XUV500 R,Mahindra,2015,795000,50179,Diesel
4388,Mercedes-Benz GLA Class,Mercedes-Benz,2019,2646000,29774,Petrol
4389,Hyundai EON D,Hyundai,2012,161000,77896,Petrol
4390,Honda City VX,Honda,2021,1347000,6144,Petrol
4391,Maruti Swift VDI,Maruti,2015,422000,88559,Diesel
4392,Hyundai Grand i10,Hyundai,2016,359000,51927,Petrol
4393,BMW 3 Series,BMW,2015,1350000,99000,Diesel
4394,Renault KWID RXL,Renault,2018,275000,47000,Petrol
4395,Maruti Baleno 1.3,Maruti,2018,550000,35000,Diesel
4396,Mercedes-Benz C-Class C,Mercedes-Benz,2013,975000,58000,Diesel
4397,Honda City S,Honda,2012,400000,48000,Petrol
4398,Honda Amaze VX,Honda,2014,475000,45000,Petrol
4399,Hyundai EON D,Hyundai,2012,190000,60000,Petrol
4400,Hyundai i20 Magna,Hyundai,2014,465000,23000,Petrol
4401,Hyundai Grand i10,Hyundai,2019,459999,45000,Petrol
4402,Hyundai i10 Magna,Hyundai,2014,325000,45000,Petrol
4403,Maruti Ertiga VDI,Maruti,2013,525000,58000,Diesel
4404,Hyundai i20 1.2,Hyundai,2018,625000,48000,Petrol
4405,BMW 2 Series,BMW,2021,4000000,18000,Petrol
4406,Skoda Kushaq 1.0,Skoda,2022,1675000,16000,Petrol
4407,Hyundai i20 Asta,Hyundai,2015,465000,90000,Diesel
4408,Hyundai Accent GLE,Hyundai,2006,250000,80000,Petrol
4409,Tata Nexon 1.2,Tata,2018,830000,140000,Petrol
4410,Hyundai Grand i10,Hyundai,2019,400000,60000,Diesel
4411,Honda WR-V i-VTEC,Honda,2019,900000,17000,Petrol
4412,Lexus NX 300h,Lexus,2018,4200000,111000,Petrol
4413,Mercedes-Benz M-Class ML,Mercedes-Benz,2015,2850000,38000,Diesel
4414,Maruti Swift VXI,Maruti,2013,385000,80000,Petrol
4415,Honda Amaze V,Honda,2017,600000,36500,Petrol
4416,Nissan Sunny XE,Nissan,2018,425000,55000,Diesel
4417,Maruti Wagon R,Maruti,2016,300000,80000,Petrol
4418,Mercedes-Benz C-Class C,Mercedes-Benz,2010,620000,98000,Diesel
4419,Maruti Wagon R,Maruti,2007,198000,200000,Petrol
4420,Maruti Swift VDI,Maruti,2012,325000,140000,Diesel
4421,Volkswagen Vento 1.5,Volkswagen,2014,360000,100000,Diesel
4422,Maruti Eeco 5,Maruti,2012,229999,168000,Petrol
4423,Kia Seltos HTX,Kia,2021,1500000,25000,Petrol
4424,Maruti Alto LX,Maruti,2009,110000,120000,Petrol
4425,Honda Amaze E,Honda,2017,445000,30000,Petrol
4426,Maruti Alto LX,Maruti,2011,136000,100000,Petrol
4427,Nissan Micra Active,Nissan,2016,250000,80000,Petrol
4428,Honda City i,Honda,2016,1000000,50000,Petrol
4429,Maruti Eeco CNG,Maruti,2021,290000,40000,Cng
4431,Maruti Wagon R,Maruti,2015,300000,166000,Petrol
4432,Maruti Alto 800,Maruti,2014,185000,74000,Petrol
4433,Honda BR-V i-VTEC,Honda,2017,700000,80000,Petrol
4434,Renault Duster 85PS,Renault,2019,650000,60000,Diesel
4435,Maruti Eeco 7,Maruti,2020,409999,50000,Petrol
4436,Mercedes-Benz E-Class E,Mercedes-Benz,2011,1000000,70000,Petrol
4437,Maruti Wagon R,Maruti,2010,220000,73000,Petrol
4438,Hyundai i20 1.2,Hyundai,2018,650000,70000,Petrol
4439,Maruti Ertiga LXI,Maruti,2014,385000,120000,Cng
4440,MG Hector Sharp,MG,2021,1700000,40000,Petrol
4441,Hyundai i20 1.2,Hyundai,2018,675000,50000,Petrol
4442,Honda Amaze SX,Honda,2015,470000,70000,Diesel
4443,Maruti Ciaz ZDi,Maruti,2015,590000,70000,Diesel
4444,Honda City 1.5,Honda,2010,350000,92000,Petrol
4445,Hyundai Grand i10,Hyundai,2015,411000,60000,Petrol
4446,Skoda Superb Petrol,Skoda,2012,400000,45000,Petrol
4447,Tata Manza Aura,Tata,2009,135000,58000,Diesel
4448,Maruti Wagon R,Maruti,2013,311000,90000,Petrol
4449,Tata Hexa XM,Tata,2019,1350000,35000,Diesel
4450,Audi A6 3.0,Audi,2010,550000,80000,Diesel
4451,Hyundai Grand i10,Hyundai,2014,289000,80000,Petrol
4452,Hyundai Elantra SX,Hyundai,2012,341000,200000,Petrol
4453,Hyundai Grand i10,Hyundai,2015,350000,80000,Petrol
4454,Chevrolet Beat LT,Chevrolet,2011,170000,40000,Petrol
4455,Hyundai Verna SX,Hyundai,2021,1550000,32000,Diesel
4456,Maruti Wagon R,Maruti,2009,175000,70000,Petrol
4457,Mahindra KUV 100,Mahindra,2017,320000,80000,Diesel
4458,Maruti Swift Dzire,Maruti,2021,700000,60000,Petrol
4459,Maruti Swift 1.3,Maruti,2008,160000,130000,Petrol
4460,Maruti Eeco 5,Maruti,2010,130000,100000,Cng
4461,Maruti Swift Dzire,Maruti,2009,250000,80000,Petrol
4462,Nissan Micra XV,Nissan,2017,308000,80000,Petrol
4463,Hyundai i20 Sportz,Hyundai,2020,750000,30000,Petrol
4464,Hyundai i20 1.2,Hyundai,2018,600000,30000,Petrol
4465,Maruti Wagon R,Maruti,2011,250000,90000,Petrol
4466,Toyota Corolla Altis,Toyota,2008,145000,120000,Petrol
4467,Maruti Ertiga SHVS,Maruti,2017,700000,157000,Diesel
4468,Maruti Wagon R,Maruti,2020,425000,50000,Petrol
4470,Maruti Ertiga VXI,Maruti,2013,425000,90000,Petrol
4471,Renault Pulse RxL,Renault,2013,190000,111000,Diesel
4472,Tata Indica Aqua,Tata,2011,150000,120000,Diesel
4473,Maruti Eeco CNG,Maruti,2016,351000,90000,Cng
4474,Toyota Fortuner 4x2,Toyota,2014,1500000,40000,Diesel
4475,Tata Tiago 1.2,Tata,2018,425000,110000,Petrol
4476,Ford Endeavour 3.0,Ford,2008,580000,210000,Diesel
4477,Hyundai Grand i10,Hyundai,2019,575000,80000,Cng
4478,Maruti Swift Dzire,Maruti,2013,399000,100000,Petrol
4479,Maruti Swift Dzire,Maruti,2011,325000,198000,Diesel
4480,Maruti Alto K10,Maruti,2019,350000,70000,Petrol
4481,Tata Nexon 1.2,Tata,2020,750000,100000,Petrol
4482,Maruti Alto 800,Maruti,2016,235000,50000,Cng
4483,Hyundai i20 Era,Hyundai,2014,380000,90000,Petrol
4484,Honda City 1.5,Honda,2011,275000,120000,Petrol
4485,Maruti Alto LXi,Maruti,2012,151000,90000,Petrol
4486,Hyundai Santro AT,Hyundai,2002,100000,68000,Petrol
4487,Maruti A-Star Vxi,Maruti,2010,165000,100000,Petrol
4488,Mercedes-Benz C-Class 220,Mercedes-Benz,2013,1200000,68551,Diesel
4489,Renault KWID RXT,Renault,2021,450000,20000,Petrol
4490,Hyundai Santro Xing,Hyundai,2014,250000,100000,Petrol
4491,Hyundai Santro Xing,Hyundai,2008,160000,90000,Petrol
4492,Maruti Wagon R,Maruti,2010,180000,90000,Cng
4493,Hyundai Verna 1.6,Hyundai,2009,200000,100000,Petrol
4494,Maruti Wagon R,Maruti,2015,350000,83000,Petrol
4495,Maruti Ertiga VDI,Maruti,2014,450000,120000,Diesel
4496,Volvo V40 Cross,Volvo,2014,1300000,50000,Diesel
4497,Hyundai Grand i10,Hyundai,2018,450000,80000,Petrol
4498,Toyota Qualis FS,Toyota,2001,175000,120000,Diesel
4499,Maruti Wagon R,Maruti,2007,125000,60000,Petrol
4500,Toyota Fortuner 2.8,Toyota,2017,2701000,114000,Diesel
4501,Maruti Swift VXI,Maruti,2021,680000,17000,Petrol
4502,Maruti Vitara Brezza,Maruti,2016,775000,72000,Diesel
4503,Mahindra Scorpio 1.99,Mahindra,2016,1000000,75000,Diesel
4504,Hyundai i20 Asta,Hyundai,2020,819999,30000,Petrol
4505,Hyundai Creta SX,Hyundai,2020,1775000,60000,Diesel
4506,Honda Amaze V,Honda,2019,875000,50000,Diesel
4507,Honda Amaze VX,Honda,2022,925000,12000,Petrol
4508,Maruti Swift VXI,Maruti,2017,575000,67000,Petrol
4509,Ford Ecosport 1.5,Ford,2020,1050000,50000,Diesel
4510,Maruti Ciaz ZDi,Maruti,2016,675000,97000,Diesel
4511,Mahindra Thar LX,Mahindra,2021,1650000,17000,Diesel
4512,Mahindra XUV300 W8,Mahindra,2020,1050000,65000,Diesel
4513,Toyota Innova 2.5,Toyota,2015,825000,137000,Diesel
4514,Mahindra Bolero Power,Mahindra,2017,750000,48000,Diesel
4515,Maruti Swift Dzire,Maruti,2020,675000,13000,Petrol
4516,MG Hector Sharp,MG,2021,1775000,52000,Diesel
4517,Hyundai Creta 1.6,Hyundai,2017,975000,68000,Diesel
4518,Mahindra XUV300 W8,Mahindra,2019,1025000,82000,Diesel
4519,Renault Koleos 4X4,Renault,2016,620000,120000,Diesel
4520,Honda City EXi,Honda,2008,290000,120000,Petrol
4521,Hyundai i20 Asta,Hyundai,2017,690000,65000,Diesel
4522,Toyota Fortuner 2.8,Toyota,2019,3700000,67000,Diesel
4523,Maruti Ciaz ZDi,Maruti,2017,725000,79000,Diesel
4524,Hyundai Creta SX,Hyundai,2021,1850000,9000,Diesel
4525,Maruti Swift Dzire,Maruti,2018,730000,64000,Diesel
4526,BMW X1 sDrive20d,BMW,2020,3200000,18000,Diesel
4527,Kia Seltos HTX,Kia,2022,1825000,38000,Diesel
4528,Hyundai Verna CRDi,Hyundai,2018,890000,84000,Diesel
4529,Toyota Fortuner 2.8,Toyota,2017,2900000,95000,Diesel
4530,Honda Amaze VX,Honda,2018,790000,51000,Diesel
4531,Toyota Innova Crysta,Toyota,2019,2100000,90000,Diesel
4532,Maruti Swift DDiS,Maruti,2019,600000,65000,Diesel
4533,Hyundai i20 Asta,Hyundai,2016,700000,69000,Diesel
4534,Tata Harrier XZA,Tata,2020,2100000,40000,Diesel
4535,Hyundai Verna 1.6,Hyundai,2017,975000,75000,Diesel
4536,Hyundai Grand i10,Hyundai,2018,550000,65000,Petrol
4537,Honda City i-VTEC,Honda,2019,950000,43000,Petrol
4538,Hyundai Creta SX,Hyundai,2021,1800000,23000,Diesel
4539,Honda Amaze VX,Honda,2019,740000,27000,Petrol
4540,Ford Endeavour 3.2,Ford,2016,2350000,86000,Diesel
4541,Maruti Ertiga ZXI,Maruti,2019,1040000,83000,Petrol
4542,Hyundai Verna 1.6,Hyundai,2014,650000,44000,Petrol
4543,Ford Endeavour 2.2,Ford,2018,2750000,110000,Diesel
4544,Tata Harrier XZA,Tata,2020,2100000,39000,Diesel
4545,Maruti Alto 800,Maruti,2019,365000,18000,Petrol
4546,Hyundai Creta 1.6,Hyundai,2017,1190000,91000,Diesel
4547,Maruti Eeco 5,Maruti,2019,358000,104911,Petrol
4548,Hyundai Grand i10,Hyundai,2017,455000,127509,Petrol
4549,Maruti Alto 800,Maruti,2019,328000,29353,Petrol
4550,Renault Kiger RXZ,Renault,2021,810000,42859,Petrol
4551,Maruti Ertiga VXI,Maruti,2017,652000,106785,Cng
4552,Maruti Ertiga ZXI,Maruti,2013,409000,93703,Petrol
4553,Honda City i,Honda,2015,529000,111474,Diesel
4554,Honda Jazz 1.2,Honda,2015,488000,77038,Petrol
4555,Maruti Ignis Sigma,Maruti,2021,483000,13945,Petrol
4556,MG Hector Sharp,MG,2019,1614999,30106,Petrol
4557,Maruti Swift Dzire,Maruti,2020,615000,84798,Petrol
4558,Honda City i,Honda,2017,680000,92696,Diesel
4560,Hyundai Santro Xing,Hyundai,2014,239000,51974,Petrol
4561,Renault Fluence Diesel,Renault,2013,363000,152000,Diesel
4562,Hyundai Santro Xing,Hyundai,2014,184000,84508,Petrol
4563,BMW X1 sDrive20d,BMW,2014,1050000,100265,Diesel
4564,Hyundai i20 1.2,Hyundai,2018,568000,69475,Petrol
4565,Honda City i,Honda,2015,657000,79165,Petrol
4566,Toyota Etios Liva,Toyota,2011,214000,138094,Petrol
4567,Hyundai i20 1.2,Hyundai,2018,518000,43993,Petrol
4568,Mahindra XUV500 W8,Mahindra,2012,491000,77494,Diesel
4569,Maruti Alto 800,Maruti,2019,299000,33880,Petrol
4570,Hyundai i10 Magna,Hyundai,2012,223000,98223,Petrol
4571,Hyundai Verna 1.6,Hyundai,2012,416000,90387,Diesel
4572,Tata Tiago 1.2,Tata,2018,404000,80176,Petrol
4573,Renault KWID RXL,Renault,2016,237000,72685,Petrol
4574,Maruti Wagon R,Maruti,2013,239000,42090,Petrol
4575,Renault Duster 110PS,Renault,2013,350000,111332,Diesel
4576,MG Hector Sharp,MG,2019,1568000,32744,Diesel
4577,Nissan Micra XL,Nissan,2011,206999,47910,Petrol
4578,Maruti Wagon R,Maruti,2014,273000,98466,Petrol
4579,Maruti Wagon R,Maruti,2011,166000,81929,Petrol
4580,Hyundai Verna 1.6,Hyundai,2011,381000,56538,Diesel
4581,Renault KWID 1.0,Renault,2018,269000,61432,Petrol
4582,Hyundai Santro Xing,Hyundai,2012,174000,87733,Petrol
4583,Tata Zest Revotron,Tata,2015,241000,112991,Petrol
4584,Maruti Swift Dzire,Maruti,2012,298000,124628,Diesel
4585,Toyota Innova 2.5,Toyota,2015,957000,83233,Diesel
4586,Maruti Ignis 1.2,Maruti,2017,483000,73140,Petrol
4587,Hyundai i20 1.2,Hyundai,2012,244000,111437,Petrol
4588,Nissan Sunny Diesel,Nissan,2013,258000,174529,Diesel
4589,Hyundai i10 Era,Hyundai,2011,174000,78755,Petrol
4590,Hyundai Verna VTVT,Hyundai,2018,675000,35336,Petrol
4591,Renault KWID Climber,Renault,2019,429000,11755,Petrol
4592,Maruti Wagon R,Maruti,2010,134000,95891,Petrol
4593,Maruti Baleno 1.3,Maruti,2018,599000,76502,Diesel
4594,Maruti Swift Dzire,Maruti,2021,658000,29526,Petrol
4595,Hyundai i20 Magna,Hyundai,2012,277000,59650,Petrol
4597,Maruti SX4 S,Maruti,2018,758000,44641,Diesel
4598,Skoda Superb Elegance,Skoda,2010,308000,77613,Petrol
4599,Honda City i,Honda,2015,683000,61687,Petrol
4600,Mercedes-Benz CLA 200,Mercedes-Benz,2016,1636000,144496,Diesel
4601,Honda Brio EX,Honda,2013,211000,149636,Petrol
4602,Maruti Alto 800,Maruti,2015,199000,95489,Petrol
4603,Hyundai Accent Executive,Hyundai,2011,138000,155835,Petrol
4604,Maruti Swift VXI,Maruti,2019,548000,51371,Petrol
4605,Jeep Compass 2.0,Jeep,2018,1287000,57400,Diesel
4606,Ford Figo Diesel,Ford,2011,156000,146439,Diesel
4607,Honda City 1.5,Honda,2011,401000,69733,Petrol
4608,Hyundai Xcent Prime,Hyundai,2018,419000,92124,Cng
4610,Volkswagen Polo 1.2,Volkswagen,2014,297000,157151,Petrol
4611,Renault KWID RXT,Renault,2018,335000,28691,Petrol
4612,Fiat Linea T,Fiat,2011,120000,81350,Petrol
4613,Volvo XC60 D5,Volvo,2013,1556000,126553,Diesel
4614,Nissan Terrano XL,Nissan,2014,416000,86019,Diesel
4615,Maruti Swift VXI,Maruti,2020,568000,22511,Petrol
4616,Hyundai Grand i10,Hyundai,2017,424000,61893,Diesel
4617,Maruti Ertiga ZDI,Maruti,2015,555000,114892,Diesel
4618,Hyundai Verna VTVT,Hyundai,2019,771000,50720,Petrol
4619,BMW 2 Series,BMW,2021,4000000,18000,Petrol
4620,Skoda Kushaq 1.0,Skoda,2022,1675000,16000,Petrol
4621,Maruti Eeco 5,Maruti,2020,415000,80000,Petrol
4622,Honda WR-V i-VTEC,Honda,2019,900000,17000,Petrol
4623,Lexus NX 300h,Lexus,2018,4200000,111000,Petrol
4624,Mercedes-Benz M-Class ML,Mercedes-Benz,2015,2850000,38000,Diesel
4625,Maruti Ertiga SHVS,Maruti,2017,771000,71000,Diesel
4626,Honda Amaze V,Honda,2017,600000,36500,Petrol
4627,Mahindra XUV500 W8,Mahindra,2013,590000,77000,Diesel
4628,Hyundai i20 1.4,Hyundai,2017,711000,68000,Diesel
4629,Maruti Swift Dzire,Maruti,2010,229999,110000,Diesel
4630,Hyundai Xcent 1.2,Hyundai,2018,550000,65000,Diesel
4631,Honda BR-V i-DTEC,Honda,2017,750000,77000,Diesel
4632,Hyundai Grand i10,Hyundai,2015,450000,60000,Petrol
4633,Tata Tiago XTA,Tata,2002,610000,2640,Petrol
4634,Ford Fiesta Petrol,Ford,2011,229999,60000,Petrol
4635,Fiat Punto 1.2,Fiat,2014,160000,80000,Petrol
4636,Skoda Octavia 2.0,Skoda,2016,930000,120000,Diesel
4638,Hyundai Santro Xing,Hyundai,2007,100000,25000,Petrol
4639,Honda Amaze SX,Honda,2014,320000,90000,Diesel
4640,Maruti Swift 1.3,Maruti,2006,215000,30130,Petrol
4641,Hyundai Verna SX,Hyundai,2021,1550000,32000,Diesel
4642,Maruti Swift VXI,Maruti,2022,675000,13000,Petrol
4643,Hyundai Getz GLS,Hyundai,2005,110000,40000,Petrol
4644,Hyundai Creta SX,Hyundai,2021,1550000,20000,Petrol
4645,Kia Seltos GTX,Kia,2021,1651000,16000,Petrol
4646,Hyundai Grand i10,Hyundai,2014,370000,60000,Diesel
4647,Maruti Swift Dzire,Maruti,2010,250000,120000,Diesel
4648,BMW X1 sDrive20d,BMW,2012,740000,120000,Diesel
4649,Skoda Fabia 1.2L,Skoda,2012,210000,70000,Diesel
4650,Datsun RediGO T,Datsun,2017,180000,40000,Petrol
4651,Maruti Swift Dzire,Maruti,2010,300000,120000,Petrol
4652,Tata Hexa XTA,Tata,2017,1051000,90000,Diesel
4653,Nissan Micra Diesel,Nissan,2011,195000,90000,Diesel
4654,Hyundai Santro Xing,Hyundai,2006,100000,110000,Petrol
4655,Tata Zest Revotron,Tata,2015,280000,110000,Petrol
4656,Maruti Eeco 5,Maruti,2011,225000,89511,Petrol
4657,Hyundai Accent Executive,Hyundai,2012,150000,120000,Cng
4658,Skoda Rapid 1.5,Skoda,2016,600000,70000,Diesel
4659,Skoda Rapid 1.6,Skoda,2014,390000,90000,Petrol
4660,Honda Brio EX,Honda,2013,300000,50000,Petrol
4661,Maruti Ritz LXI,Maruti,2011,160000,132000,Petrol
4662,Maruti SX4 Vxi,Maruti,2008,175000,80000,Petrol
4663,Mahindra Bolero Neo,Mahindra,2021,1019999,30000,Diesel
4664,Maruti Swift RS,Maruti,2014,400000,100000,Diesel
4665,Hyundai Grand i10,Hyundai,2019,535000,15000,Petrol
4666,Hyundai Santro Xing,Hyundai,2015,220000,120000,Petrol
4667,Maruti Ertiga VDI,Maruti,2013,400000,120000,Diesel
4669,Honda Amaze SX,Honda,2014,440000,70000,Petrol
4670,Maruti Alto 800,Maruti,2016,260000,35000,Petrol
4671,Nissan Terrano XL,Nissan,2015,500000,70000,Diesel
4672,Skoda Superb 1.8,Skoda,2009,250000,80000,Petrol
4673,Hyundai Creta 1.6,Hyundai,2016,900000,120000,Diesel
4674,Hyundai Verna CRDi,Hyundai,2008,190000,100000,Diesel
4675,Mahindra Renault Logan,Mahindra,2008,100000,90000,Petrol
4676,Honda Accord 2.4,Honda,2012,509999,100000,Petrol
4677,Volkswagen Vento Diesel,Volkswagen,2011,190000,110000,Diesel
4678,Maruti Baleno LXI,Maruti,2006,130000,90000,Petrol
4679,BMW X1 sDrive,BMW,2016,2100000,50000,Diesel
4680,Hyundai Grand i10,Hyundai,2017,355000,90000,Petrol
4681,Maruti Baleno LXI,Maruti,2006,130000,90000,Petrol
4682,Hyundai Verna 1.6,Hyundai,2015,549000,88777,Diesel
4683,Hyundai EON Sportz,Hyundai,2012,183000,65239,Petrol
4684,Chevrolet Beat Diesel,Chevrolet,2014,152000,88741,Diesel
4685,Maruti Eeco 5,Maruti,2016,315000,58017,Petrol
4686,Maruti Ciaz VDi,Maruti,2016,513999,70076,Diesel
4687,Maruti Alto K10,Maruti,2018,336000,55202,Petrol
4688,Hyundai Verna 1.6,Hyundai,2012,344000,99681,Diesel
4689,Renault Duster 110PS,Renault,2013,396000,88189,Diesel
4691,Honda City i,Honda,2014,509000,104062,Petrol
4692,Mahindra XUV500 W8,Mahindra,2014,581000,103448,Diesel
4693,Chevrolet Spark 1.0,Chevrolet,2013,134000,73672,Petrol
4694,Maruti Eeco 5,Maruti,2017,315000,93009,Petrol
4695,Renault Kiger RXT,Renault,2021,749000,13244,Petrol
4696,Maruti Swift Dzire,Maruti,2010,233000,128999,Diesel
4697,Hyundai i10 Magna,Hyundai,2010,165000,75722,Petrol
4698,Honda Jazz VX,Honda,2018,623000,94834,Petrol
4699,Mahindra XUV500 AT,Mahindra,2017,991000,93453,Diesel
4700,Honda City i-VTEC,Honda,2018,921000,26352,Petrol
4701,Volkswagen Vento 1.5,Volkswagen,2016,492000,80746,Diesel
4702,Nissan Magnite XL,Nissan,2021,527000,5973,Petrol
4703,Volkswagen Vento Diesel,Volkswagen,2011,227000,118137,Diesel
4704,Toyota Etios G,Toyota,2011,268000,85560,Petrol
4705,Ford Figo 1.5P,Ford,2016,411000,69693,Petrol
4706,Hyundai Creta 1.6,Hyundai,2016,814000,91879,Diesel
4707,Hyundai i20 Sportz,Hyundai,2010,202000,125403,Petrol
4708,Honda City i,Honda,2016,638000,71434,Petrol
4709,Tata Tiago 1.2,Tata,2016,352000,52328,Petrol
4710,Honda Amaze S,Honda,2014,371000,65027,Diesel
4711,Tata Altroz XE,Tata,2022,707000,4553,Diesel
4712,Hyundai Grand i10,Hyundai,2015,385000,50185,Petrol
4713,Hyundai i20 Petrol,Hyundai,2018,682000,48953,Petrol
4714,Honda City 1.5,Honda,2011,326000,161875,Petrol
4715,Hyundai Creta 1.6,Hyundai,2016,828999,101585,Diesel
4716,Mahindra Scorpio S5,Mahindra,2020,1236000,27924,Diesel
4717,Volkswagen Polo Diesel,Volkswagen,2013,279000,77863,Diesel
4718,Skoda Rapid 1.6,Skoda,2012,275000,140141,Diesel
4719,Honda City 1.5,Honda,2009,289000,116442,Petrol
4720,Hyundai i20 Magna,Hyundai,2015,430999,46329,Petrol
4721,Skoda Rapid 1.5,Skoda,2015,434999,97702,Diesel
4722,Hyundai i20 Sportz,Hyundai,2015,388000,84533,Diesel
4723,Mercedes-Benz E-Class Exclusive,Mercedes-Benz,2018,4097999,115372,Diesel
4724,Volkswagen Vento 1.5,Volkswagen,2016,551000,79715,Diesel
4725,Maruti Alto 800,Maruti,2014,146000,269930,Petrol
4726,Hyundai i10 Magna,Hyundai,2013,256999,84561,Petrol
4727,Maruti Swift Dzire,Maruti,2015,398000,94479,Petrol
4728,Hyundai i20 Sportz,Hyundai,2014,371000,65723,Petrol
4729,Hyundai i20 1.2,Hyundai,2018,588000,120707,Petrol
4730,Maruti Ertiga SHVS,Maruti,2016,627000,95873,Diesel
4731,Volkswagen Vento Diesel,Volkswagen,2011,231000,98439,Diesel
4732,Hyundai EON Magna,Hyundai,2011,160000,80310,Petrol
4733,Volkswagen Polo 1.2,Volkswagen,2016,454000,23677,Petrol
4734,Maruti Swift Dzire,Maruti,2017,528000,136782,Diesel
4735,Hyundai Verna Transform,Hyundai,2010,280000,76491,Petrol
4736,Maruti Ertiga SHVS,Maruti,2017,775000,45991,Diesel
4737,Hyundai Grand i10,Hyundai,2019,496000,13481,Petrol
4738,Hyundai Santro Xing,Hyundai,2009,128000,77414,Petrol
4739,Maruti Swift Dzire,Maruti,2014,420000,48182,Diesel
4740,Hyundai i10 Magna,Hyundai,2010,199000,42262,Petrol
4741,Maruti Eeco 5,Maruti,2013,193000,126761,Petrol
4742,Maruti Swift Dzire,Maruti,2013,318000,84080,Petrol
4743,Hyundai i10 Sportz,Hyundai,2011,217000,55961,Petrol
4744,Maruti Wagon R,Maruti,2020,500000,46567,Petrol
4745,Hyundai Xcent 1.2,Hyundai,2018,625000,42000,Diesel
4746,Maruti Ciaz ZDi,Maruti,2015,611000,79000,Diesel
4747,Maruti Wagon R,Maruti,2017,311000,114478,Petrol
4748,Honda WR-V i-DTEC,Honda,2018,713000,104931,Diesel
4749,Hyundai Grand i10,Hyundai,2015,368000,63467,Diesel
4750,Mahindra Scorpio 1.99,Mahindra,2016,1000000,75000,Diesel
4751,Hyundai i20 Asta,Hyundai,2020,819999,30000,Petrol
4752,Tata Nexon EV,Tata,2022,1339000,8397,Electric
4753,Renault Duster 85PS,Renault,2014,407000,137286,Diesel
4754,Skoda Fabia 1.4,Skoda,2010,115999,105768,Diesel
4755,Hyundai i20 Sportz,Hyundai,2019,675000,48000,Petrol
4756,Volkswagen Vento 1.5,Volkswagen,2016,850000,74088,Diesel
4757,Maruti Eeco 5,Maruti,2019,535000,38000,Petrol
4758,Mahindra XUV500 W10,Mahindra,2015,850000,66000,Diesel
4759,Hyundai Grand i10,Hyundai,2018,495000,52000,Diesel
4760,Ford Aspire Titanium,Ford,2015,450000,54000,Diesel
4761,Hyundai Grand i10,Hyundai,2016,450000,54000,Diesel
4762,Volkswagen Vento 1.5,Volkswagen,2017,875000,55000,Diesel
4763,Volkswagen Vento Diesel,Volkswagen,2014,495000,68000,Diesel
4764,Ford Ecosport 1.5,Ford,2018,573000,26339,Petrol
4765,Ford Ecosport Sports,Ford,2021,1093000,50044,Diesel
4766,Maruti Eeco 5,Maruti,2016,256000,99569,Petrol
4767,Hyundai i20 Sportz,Hyundai,2010,240000,77537,Petrol
4768,Maruti Wagon R,Maruti,2013,239000,55026,Petrol
4769,Renault Pulse RxL,Renault,2014,299000,73081,Diesel
4770,Honda Accord 2.4,Honda,2010,305000,123149,Petrol
4771,Maruti Swift Dzire,Maruti,2015,469000,81759,Diesel
4772,Maruti Swift LXI,Maruti,2015,364000,58766,Petrol
4773,Maruti Swift Dzire,Maruti,2014,361000,74886,Petrol
4775,Maruti Wagon R,Maruti,2022,640000,3809,Petrol
4776,Toyota Innova 2.5,Toyota,2015,825000,137000,Diesel
4777,Maruti Zen Estilo,Maruti,2009,105000,104817,Petrol
4778,Maruti Alto 800,Maruti,2020,345000,10666,Petrol
4779,Maruti Swift VDI,Maruti,2013,380000,74124,Diesel
4780,Mahindra Marazzo M8,Mahindra,2018,897000,92167,Diesel
4781,Honda Brio 1.2,Honda,2017,411000,32111,Petrol
4782,Hyundai i10 Sportz,Hyundai,2010,185000,111986,Petrol
4783,Maruti Ritz VXI,Maruti,2010,185000,89451,Petrol
4784,Hyundai Xcent 1.1,Hyundai,2014,365000,82990,Diesel
4785,Maruti Ciaz ZXi,Maruti,2014,511000,88621,Petrol
4786,Tata New Safari,Tata,2022,2023000,13690,Diesel
4787,Honda Amaze S,Honda,2020,662000,15712,Petrol
4788,Maruti Vitara Brezza,Maruti,2017,790000,72500,Diesel
4789,Mahindra XUV300 W8,Mahindra,2019,1025000,82000,Diesel
4790,Renault Koleos 4X4,Renault,2016,620000,120000,Diesel
4791,Honda City EXi,Honda,2008,290000,120000,Petrol
4792,Hyundai i20 Asta,Hyundai,2017,690000,65000,Diesel
4793,BMW X1 sDrive20d,BMW,2020,3200000,18000,Diesel
4794,Volkswagen Tiguan 2.0,Volkswagen,2018,2100000,56500,Diesel
4795,Tata Tiago 1.05,Tata,2017,365000,80381,Diesel
4796,Maruti Eeco 5,Maruti,2014,242000,78220,Petrol
4797,Hyundai i20 Magna,Hyundai,2019,646000,91412,Diesel
4798,Maruti XL6 Alpha,Maruti,2019,793000,97295,Petrol
4799,Honda Mobilio S,Honda,2016,590000,58300,Diesel
4800,Maruti Swift Dzire,Maruti,2017,526000,68031,Petrol
4801,Skoda Rapid 1.6,Skoda,2012,276000,94405,Diesel
